,PDBname,affinity
17211,2wxp,8.52
17212,2xa4,8.52
17213,2xbj,8.52
17214,2xfk,8.52
17215,3cic,8.52
17216,3dcv,8.52
17217,3dya,8.52
17218,3h5u,8.52
17219,3hvh,8.52
17220,3hvk,8.52
17221,3i0r,8.52
17222,3ia6,8.52
17223,3jzo,8.52
17224,3k84,8.52
17225,3lpi,8.52
17226,3m2w,8.52
17227,3ml5,8.52
17228,3n23,8.52
17229,3ns9,8.52
17230,3ocg,8.52
17231,3pa4,8.52
17232,3psb,8.52
17233,3psd,8.52
17234,3sfc,8.52
17235,3spk,8.52
17236,3suu,8.52
17237,3sx4,8.52
17238,3t3v,8.52
17239,3tct,8.52
17240,3ttm,8.52
17241,3u4u,8.52
17242,3umw,8.52
17243,3zxh,8.52
17244,4bae,8.52
17245,4bcb,8.52
17246,4c4j,8.52
17247,4dtk,8.52
17248,4e1z,8.52
17249,4e3l,8.52
17250,4foc,8.52
17251,4gjd,8.52
17252,4gv1,8.52
17253,4h1e,8.52
17254,4h3i,8.52
17255,4h4m,8.52
17256,4hyi,8.52
17257,4izy,8.52
17258,4j52,8.52
17259,4jnc,8.52
17260,4jnm,8.52
17261,4l6s,8.52
17262,4lgg,8.52
17263,4nh8,8.52
17264,4o6w,8.52
17265,4o97,8.52
17266,4p1u,8.52
17267,4qmn,8.52
17268,4rpv,8.52
17269,4rx5,8.52
17270,4tlr,8.52
17271,4uwh,8.52
17272,4wcu,8.52
17273,4xoc,8.52
17274,4yne,8.52
17275,4yzc,8.52
17276,4zom,8.52
17277,5am1,8.52
17278,5anw,8.52
17279,5bqh,8.52
17280,5bue,8.52
17281,5eyc,8.52
17282,5eyk,8.52
17283,5fqc,8.52
17284,5hg8,8.52
17285,5i4v,8.52
17286,5izq,8.52
17287,5j79,8.52
17288,5jur,8.52
17289,5jyo,8.52
17290,5mjb,8.52
17291,5mpk,8.52
17292,5mw2,8.52
17293,5n70,8.52
17294,5vi6,8.52
17295,5vlr,8.52
17296,5wlv,8.52
17297,6b4h,8.52
17298,6c1s,8.52
17299,6ccy,8.52
17300,6csp,8.52
17301,6dvm,8.52
17302,6fyk,8.52
17303,6g9n,8.52
17304,6hgy,8.52
17305,6ny4,8.52
17306,6ocz,8.52
17307,6ow2,8.52
17308,6pl3,8.52
17309,6qae,8.52
17310,6qzh,8.52
17311,6rj6,8.52
17312,6rpg,8.52
17313,3jzc,8.53
17314,6kzd,8.53
17315,1r1i,8.54
17316,3hc8,8.54
17317,3kjd,8.54
17318,3q96,8.54
17319,4fcb,8.54
17320,4hwo,8.54
17321,4mbl,8.54
17322,4yay,8.54
17323,5mjn,8.54
17324,5sxm,8.54
17325,6e2o,8.54
17326,6i5y,8.54
17327,6kdz,8.54
17328,6rz6,8.54
17329,1hos,8.55
17330,1ibg,8.55
17331,1ppl,8.55
17332,2byr,8.55
17333,2zis,8.55
17334,3ejp,8.55
17335,3g6g,8.55
17336,3kfc,8.55
17337,3rwg,8.55
17338,3t8s,8.55
17339,3v51,8.55
17340,4ynd,8.55
17341,5amd,8.55
17342,5hzx,8.55
17343,5i9y,8.55
17344,5nhv,8.55
17345,5nxg,8.55
17346,5svl,8.55
17347,6c7e,8.55
17348,6hk4,8.55
17349,6o50,8.55
17350,3so9,8.56
17351,1bgq,8.57
17352,1q1g,8.57
17353,1yye,8.57
17354,2h8h,8.57
17355,2i0j,8.57
17356,2r5q,8.57
17357,2w6t,8.57
17358,2w78,8.57
17359,2x4z,8.57
17360,2yne,8.57
17361,3dkf,8.57
17362,3ejq,8.57
17363,3ejr,8.57
17364,3v7x,8.57
17365,3vrt,8.57
17366,4hy4,8.57
17367,4kmz,8.57
17368,4re3,8.57
17369,4tpk,8.57
17370,4uwl,8.57
17371,5caq,8.57
17372,5j6m,8.57
17373,6ikm,8.57
17374,6peb,8.57
17375,3r5t,8.58
17376,1akw,8.59
17377,1hkj,8.59
17378,1m7q,8.59
17379,2fky,8.59
17380,2gu8,8.59
17381,2iit,8.59
17382,2itz,8.59
17383,2wky,8.59
17384,3ibi,8.59
17385,4ezl,8.59
17386,4mx9,8.59
17387,4tpp,8.59
17388,5hk2,8.59
17389,5idn,8.59
17390,5nbw,8.59
17391,5u6d,8.59
17392,6dkg,8.59
17393,6h37,8.59
17394,6jmf,8.59
17395,6nvi,8.59
17396,1bwa,8.6
17397,1ikw,8.6
17398,1yy4,8.6
17399,2r5b,8.6
17400,3b66,8.6
17401,3bqn,8.6
17402,3fhe,8.6
17403,3k5g,8.6
17404,3m6f,8.6
17405,3oe0,8.6
17406,3s43,8.6
17407,3sxf,8.6
17408,3t3u,8.6
17409,4efs,8.6
17410,4f65,8.6
17411,4gj2,8.6
17412,4jg8,8.6
17413,4ke1,8.6
17414,4qf7,8.6
17415,4qjp,8.6
17416,4qlt,8.6
17417,5a3q,8.6
17418,5cf5,8.6
17419,5sz3,8.6
17420,5upf,8.6
17421,6ebw,8.6
17422,6prf,8.6
17423,4b00,8.61
17424,4ban,8.61
17425,6gl8,8.61
17426,1a61,8.62
17427,1azl,8.62
17428,2bbb,8.62
17429,2cej,8.62
17430,2h42,8.62
17431,3dt1,8.62
17432,3qqu,8.62
17433,3ryz,8.62
17434,4bf1,8.62
17435,4dru,8.62
17436,4fcf,8.62
17437,4hf4,8.62
17438,4jx9,8.62
17439,4nrl,8.62
17440,4tpm,8.62
17441,4zim,8.62
17442,5egm,8.62
17443,5htz,8.62
17444,5n9s,8.62
17445,5ubt,8.62
17446,5vio,8.62
17447,5ylu,8.62
17448,5zvw,8.62
17449,6euv,8.62
17450,6h7j,8.62
17451,6n3o,8.62
17452,6r7d,8.62
17453,3f17,8.63
17454,4ee0,8.63
17455,5of0,8.63
17456,1g45,8.64
17457,1mue,8.64
17458,1r1j,8.64
17459,1t31,8.64
17460,2qry,8.64
17461,2qt9,8.64
17462,3f88,8.64
17463,3hkw,8.64
17464,3s71,8.64
17465,3wig,8.64
17466,3zev,8.64
17467,4g9c,8.64
17468,4pft,8.64
17469,4qd6,8.64
17470,4x6x,8.64
17471,4ydn,8.64
17472,4zyf,8.64
17473,5e8f,8.64
17474,5hbe,8.64
17475,5hbj,8.64
17476,5jga,8.64
17477,5nhy,8.64
17478,5uwk,8.64
17479,5x74,8.64
17480,5zwi,8.64
17481,6dki,8.64
17482,6e3m,8.64
17483,6gcw,8.64
17484,6hd4,8.64
17485,6jjz,8.64
17486,6std,8.64
17487,6un3,8.64
17488,2oax,8.65
17489,4kp0,8.65
17490,1i9n,8.66
17491,1n9a,8.66
17492,2i47,8.66
17493,2pja,8.66
17494,2rg6,8.66
17495,2x39,8.66
17496,3cjo,8.66
17497,3d1x,8.66
17498,3kqc,8.66
17499,3nox,8.66
17500,3s68,8.66
17501,3t19,8.66
17502,3u8k,8.66
17503,3vnt,8.66
17504,4bbf,8.66
17505,4p0n,8.66
17506,5edu,8.66
17507,5epn,8.66
17508,5f4n,8.66
17509,5hgc,8.66
17510,5hu1,8.66
17511,5n93,8.66
17512,5td2,8.66
17513,5tq3,8.66
17514,6b5t,8.66
17515,6ds0,8.66
17516,6e5b,8.66
17517,3u1y,8.67
17518,6aqf,8.67
17519,6e59,8.67
17520,2nw4,8.68
17521,2qd6,8.68
17522,3c6t,8.68
17523,3iw4,8.68
17524,3jsi,8.68
17525,3m8p,8.68
17526,3p76,8.68
17527,3s3r,8.68
17528,4jmh,8.68
17529,4lgu,8.68
17530,5a3s,8.68
17531,5f1z,8.68
17532,6ge0,8.68
17533,6h96,8.68
17534,6jut,8.68
17535,2q55,8.69
17536,5cj6,8.69
17537,1bcd,8.7
17538,1bji,8.7
17539,1dmt,8.7
17540,1f9e,8.7
17541,1g4j,8.7
17542,1haa,8.7
17543,1hfs,8.7
17544,1ida,8.7
17545,1jgl,8.7
17546,1jiz,8.7
17547,1jyq,8.7
17548,1lnm,8.7
17549,1npa,8.7
17550,1npw,8.7
17551,1ohr,8.7
17552,1pxo,8.7
17553,1rne,8.7
17554,1svg,8.7
17555,1t7j,8.7
17556,1w13,8.7
17557,1xap,8.7
17558,1y0x,8.7
17559,2b7d,8.7
17560,2be2,8.7
17561,2bpm,8.7
17562,2bvx,8.7
17563,2dbl,8.7
17564,2f8g,8.7
17565,2fl2,8.7
17566,2fmb,8.7
17567,2fr3,8.7
17568,2h4n,8.7
17569,2hm1,8.7
17570,2i0e,8.7
17571,2i3z,8.7
17572,2jh0,8.7
17573,2k31,8.7
17574,2nnq,8.7
17575,2nwl,8.7
17576,2oaz,8.7
17577,2ojj,8.7
17578,2ovx,8.7
17579,2pcp,8.7
17580,2q2z,8.7
17581,2uwo,8.7
17582,2vj8,8.7
17583,2vnn,8.7
17584,2w0d,8.7
17585,2w17,8.7
17586,2wf1,8.7
17587,2wgj,8.7
17588,2wxv,8.7
17589,2wyg,8.7
17590,2x2i,8.7
17591,2xvd,8.7
17592,2y5f,8.7
17593,2y7z,8.7
17594,2y81,8.7
17595,2yac,8.7
17596,2yak,8.7
17597,3be2,8.7
17598,3bla,8.7
17599,3brn,8.7
17600,3d9z,8.7
17601,3da6,8.7
17602,3eqr,8.7
17603,3fdm,8.7
17604,3ge7,8.7
17605,3hvj,8.7
17606,3hwn,8.7
17607,3i5z,8.7
17608,3i60,8.7
17609,3ik3,8.7
17610,3l1s,8.7
17611,3lgp,8.7
17612,3lvp,8.7
17613,3oot,8.7
17614,3oyp,8.7
17615,3oz1,8.7
17616,3pa5,8.7
17617,3ppj,8.7
17618,3qc4,8.7
17619,3qk0,8.7
17620,3s73,8.7
17621,3thb,8.7
17622,3wc5,8.7
17623,4a7i,8.7
17624,4bah,8.7
17625,4d89,8.7
17626,4d8c,8.7
17627,4eo6,8.7
17628,4f1s,8.7
17629,4hxw,8.7
17630,4hy1,8.7
17631,4i5h,8.7
17632,4j53,8.7
17633,4jjg,8.7
17634,4jlg,8.7
17635,4k6z,8.7
17636,4lgh,8.7
17637,4lxa,8.7
17638,4n4v,8.7
17639,4nwk,8.7
17640,4o12,8.7
17641,4o15,8.7
17642,4occ,8.7
17643,4ps3,8.7
17644,4q1c,8.7
17645,4r5a,8.7
17646,4rce,8.7
17647,4rwj,8.7
17648,4uj9,8.7
17649,4unr,8.7
17650,4x7o,8.7
17651,4xmo,8.7
17652,4yhp,8.7
17653,4yth,8.7
17654,4zg7,8.7
17655,4zwx,8.7
17656,4zwy,8.7
17657,4zwz,8.7
17658,5bnj,8.7
17659,5c2e,8.7
17660,5dk4,8.7
17661,5e2o,8.7
17662,5e8r,8.7
17663,5edq,8.7
17664,5hcv,8.7
17665,5hg5,8.7
17666,5ih9,8.7
17667,5k0i,8.7
17668,5kks,8.7
17669,5ml4,8.7
17670,5nk4,8.7
17671,5sz2,8.7
17672,5t2i,8.7
17673,5tw3,8.7
17674,5tzy,8.7
17675,5u00,8.7
17676,5ufr,8.7
17677,5ug8,8.7
17678,5vgo,8.7
17679,5w86,8.7
17680,5x8i,8.7
17681,5zkb,8.7
17682,6awo,8.7
17683,6cyd,8.7
17684,6d3y,8.7
17685,6e3n,8.7
17686,6e3o,8.7
17687,6e3p,8.7
17688,6edl,8.7
17689,6f22,8.7
17690,6gev,8.7
17691,6ibx,8.7
17692,6o9d,8.7
17693,6omu,8.7
17694,6p1l,8.7
17695,6r0x,8.7
17696,3t9t,8.71
17697,1c12,8.72
17698,1eub,8.72
17699,1hc9,8.72
17700,1hkm,8.72
17701,1o5m,8.72
17702,1x76,8.72
17703,2pjc,8.72
17704,2wj1,8.72
17705,3ckz,8.72
17706,3lik,8.72
17707,3p8o,8.72
17708,3pwh,8.72
17709,3ts4,8.72
17710,3vf9,8.72
17711,4bkj,8.72
17712,4crc,8.72
17713,4hhy,8.72
17714,4ish,8.72
17715,4ivb,8.72
17716,4q1b,8.72
17717,4tv3,8.72
17718,4x6o,8.72
17719,4xg8,8.72
17720,5c42,8.72
17721,5c4u,8.72
17722,5ikb,8.72
17723,5j74,8.72
17724,5jg1,8.72
17725,5lrj,8.72
17726,5zwh,8.72
17727,6b1f,8.72
17728,6b1h,8.72
17729,6br2,8.72
17730,6br3,8.72
17731,6dj7,8.72
17732,1cin,8.73
17733,1b6k,8.74
17734,1bl4,8.74
17735,1mjj,8.74
17736,1pxh,8.74
17737,1sdv,8.74
17738,2anm,8.74
17739,2fl5,8.74
17740,2opb,8.74
17741,2vkm,8.74
17742,2wtv,8.74
17743,3ce3,8.74
17744,3eml,8.74
17745,3q32,8.74
17746,3r7r,8.74
17747,3rz1,8.74
17748,3ti3,8.74
17749,4ei4,8.74
17750,4gii,8.74
17751,5k13,8.74
17752,5vkc,8.74
17753,5zk3,8.74
17754,5zwf,8.74
17755,6d78,8.74
17756,6gdg,8.74
17757,6n3n,8.74
17758,6o94,8.74
17759,3wt7,8.75
17760,1bnv,8.77
17761,1d4l,8.77
17762,1lq2,8.77
17763,1qft,8.77
17764,1ros,8.77
17765,1x38,8.77
17766,1xpc,8.77
17767,1zp8,8.77
17768,1zuc,8.77
17769,2cne,8.77
17770,2itt,8.77
17771,2j7x,8.77
17772,2uz6,8.77
17773,2wkz,8.77
17774,2yis,8.77
17775,3b5r,8.77
17776,3e4a,8.77
17777,3qdd,8.77
17778,3s3q,8.77
17779,4d09,8.77
17780,4e4l,8.77
17781,4ekg,8.77
17782,4frs,8.77
17783,4kql,8.77
17784,4m0f,8.77
17785,4rss,8.77
17786,4yhq,8.77
17787,4yt7,8.77
17788,5abh,8.77
17789,5ea3,8.77
17790,5fgk,8.77
17791,5i7u,8.77
17792,5n7v,8.77
17793,5wal,8.77
17794,5znl,8.77
17795,6b5r,8.77
17796,6eds,8.77
17797,6jse,8.77
17798,6mq3,8.77
17799,4b7n,8.78
17800,6me5,8.78
17801,5y80,8.79
17802,6cdp,8.79
17803,1cj1,8.8
17804,1csi,8.8
17805,1f1j,8.8
17806,1fkn,8.8
17807,1g46,8.8
17808,1ryf,8.8
17809,1w5w,8.8
17810,2amv,8.8
17811,2ll7,8.8
17812,2q2y,8.8
17813,2q7m,8.8
17814,2xn6,8.8
17815,3d1z,8.8
17816,3eyg,8.8
17817,3idp,8.8
17818,3oaf,8.8
17819,3rt4,8.8
17820,3skc,8.8
17821,3vyf,8.8
17822,4g2w,8.8
17823,4ge9,8.8
17824,4gk2,8.8
17825,4ksp,8.8
17826,4ngq,8.8
17827,4z9l,8.8
17828,5cau,8.8
17829,5e2p,8.8
17830,5j8x,8.8
17831,5k32,8.8
17832,5vm0,8.8
17833,5vpm,8.8
17834,5zhn,8.8
17835,6bln,8.8
17836,6j5l,8.8
17837,6nzh,8.8
17838,6rne,8.8
17839,6stl,8.8
17840,1ork,8.81
17841,1yz3,8.81
17842,1cim,8.82
17843,1czk,8.82
17844,1g54,8.82
17845,1m0b,8.82
17846,2ckm,8.82
17847,2ghg,8.82
17848,2giu,8.82
17849,2hvc,8.82
17850,2p93,8.82
17851,2r4f,8.82
17852,2r9m,8.82
17853,2zcq,8.82
17854,2zxg,8.82
17855,3bz3,8.82
17856,3fvk,8.82
17857,3nu4,8.82
17858,3que,8.82
17859,3tlh,8.82
17860,3zlo,8.82
17861,4hrd,8.82
17862,4i5c,8.82
17863,4jmg,8.82
17864,4ks1,8.82
17865,4na8,8.82
17866,4oys,8.82
17867,4x6n,8.82
17868,5bvn,8.82
17869,5bvw,8.82
17870,5iua,8.82
17871,5k0m,8.82
17872,5kby,8.82
17873,5kos,8.82
17874,5lrg,8.82
17875,5lrk,8.82
17876,5ta6,8.82
17877,5tob,8.82
17878,5u3b,8.82
17879,5uex,8.82
17880,5vil,8.82
17881,5zeq,8.82
17882,6g4y,8.82
17883,6mny,8.82
17884,6nt2,8.82
17885,1lhu,8.83
17886,3mxd,8.83
17887,4btt,8.84
17888,1d4i,8.85
17889,1u3s,8.85
17890,2avo,8.85
17891,2obf,8.85
17892,2qlf,8.85
17893,3b67,8.85
17894,3e93,8.85
17895,3itz,8.85
17896,3nzu,8.85
17897,3ppk,8.85
17898,3prf,8.85
17899,3r2f,8.85
17900,3vo3,8.85
17901,3vsx,8.85
17902,3wyl,8.85
17903,4gj3,8.85
17904,4hvd,8.85
17905,4j6i,8.85
17906,4mu7,8.85
17907,5cas,8.85
17908,5ef8,8.85
17909,5ivn,8.85
17910,5jau,8.85
17911,5mlj,8.85
17912,5tx3,8.85
17913,5uoo,8.85
17914,5w0i,8.85
17915,5zz2,8.85
17916,6ayt,8.85
17917,6dz2,8.85
17918,6e1a,8.85
17919,6nss,8.85
17920,2feq,8.86
17921,2xej,8.87
17922,2ycs,8.87
17923,3c6u,8.87
17924,3tic,8.87
17925,5lwm,8.87
17926,4hzw,8.88
17927,6c7j,8.88
17928,1i90,8.89
17929,1lek,8.89
17930,1n3i,8.89
17931,1nfy,8.89
17932,1nt1,8.89
17933,1xp9,8.89
17934,1ztq,8.89
17935,2h5i,8.89
17936,2idw,8.89
17937,2lpr,8.89
17938,2onz,8.89
17939,2y7x,8.89
17940,3a4o,8.89
17941,3ekp,8.89
17942,3km4,8.89
17943,3rin,8.89
17944,3sx9,8.89
17945,3u8m,8.89
17946,3v66,8.89
17947,3vhc,8.89
17948,3wke,8.89
17949,3zos,8.89
17950,3zze,8.89
17951,4cli,8.89
17952,4cst,8.89
17953,4e3i,8.89
17954,4hy5,8.89
17955,4lqg,8.89
17956,4mcv,8.89
17957,4psh,8.89
17958,4pxm,8.89
17959,4qyh,8.89
17960,4yc9,8.89
17961,5aac,8.89
17962,5fnu,8.89
17963,5ipj,8.89
17964,5mty,8.89
17965,5v8v,8.89
17966,5vrp,8.89
17967,5wfj,8.89
17968,5zk8,8.89
17969,6b2p,8.89
17970,6bkh,8.89
17971,6dz3,8.89
17972,6e22,8.89
17973,6f7b,8.89
17974,6hmx,8.89
17975,6n0p,8.89
17976,6nze,8.89
17977,1i8z,8.9
17978,1uze,8.9
17979,3egt,8.9
17980,5m23,8.9
17981,6sdc,8.9
17982,1lhv,8.91
17983,4bak,8.91
17984,1bim,8.92
17985,1ec1,8.92
17986,1kzn,8.92
17987,1n95,8.92
17988,1r1h,8.92
17989,1xoz,8.92
17990,2w1i,8.92
17991,3k37,8.92
17992,3mg8,8.92
17993,4e3j,8.92
17994,4e6d,8.92
17995,4fod,8.92
17996,4hdc,8.92
17997,4heg,8.92
17998,4hrc,8.92
17999,4mti,8.92
18000,4mxa,8.92
18001,4onf,8.92
18002,5ew3,8.92
18003,5hcy,8.92
18004,5kbf,8.92
18005,5ljt,8.92
18006,5n24,8.92
18007,5sz1,8.92
18008,6d3z,8.92
18009,6oe0,8.92
18010,6bqg,8.93
18011,6hzc,8.93
18012,1i91,8.94
18013,3uza,8.94
18014,4bam,8.94
18015,2z7g,8.95
18016,3ti5,8.95
18017,5nhh,8.95
18018,1doj,8.96
18019,1j37,8.96
18020,1ld7,8.96
18021,1n94,8.96
18022,1nfw,8.96
18023,1qon,8.96
18024,2p4j,8.96
18025,2qhc,8.96
18026,3dcc,8.96
18027,3i9g,8.96
18028,3krj,8.96
18029,3rz7,8.96
18030,3s7a,8.96
18031,3ue4,8.96
18032,3v5p,8.96
18033,4ag8,8.96
18034,4bdt,8.96
18035,4k18,8.96
18036,4ptc,8.96
18037,4und,8.96
18038,4xo8,8.96
18039,4zjc,8.96
18040,5a69,8.96
18041,5aei,8.96
18042,5cf8,8.96
18043,5drs,8.96
18044,5een,8.96
18045,5iu7,8.96
18046,5nad,8.96
18047,5wqc,8.96
18048,5wr7,8.96
18049,5ws3,8.96
18050,5zwe,8.96
18051,6f7q,8.96
18052,6rjp,8.96
18053,5tbe,8.97
18054,5ur1,8.97
18055,6cdo,8.97
18056,6h7l,8.97
18057,6hzb,8.98
18058,5vp9,8.99
18059,1ag9,9.0
18060,1apv,9.0
18061,1ba8,9.0
18062,1czr,9.0
18063,1dbb,9.0
18064,1e3g,9.0
18065,1fm9,9.0
18066,1gvu,9.0
18067,1hef,9.0
18068,1hiv,9.0
18069,1iyl,9.0
18070,1jii,9.0
18071,1k27,9.0
18072,1lcj,9.0
18073,1mq5,9.0
18074,1mu8,9.0
18075,1mxo,9.0
18076,1pop,9.0
18077,1rm8,9.0
18078,1syo,9.0
18079,1sz0,9.0
18080,1xp0,9.0
18081,1y0l,9.0
18082,2asu,9.0
18083,2b7a,9.0
18084,2ban,9.0
18085,2i03,9.0
18086,2i4t,9.0
18087,2ien,9.0
18088,2iok,9.0
18089,2j4i,9.0
18090,2ofu,9.0
18091,2on3,9.0
18092,2oo8,9.0
18093,2ow1,9.0
18094,2p4y,9.0
18095,2r0u,9.0
18096,2r2l,9.0
18097,2r6n,9.0
18098,2rcx,9.0
18099,2rgu,9.0
18100,2w05,9.0
18101,2wxj,9.0
18102,2wyj,9.0
18103,2xp2,9.0
18104,3dcw,9.0
18105,3dd0,9.0
18106,3er5,9.0
18107,3i0s,9.0
18108,3iad,9.0
18109,3irx,9.0
18110,3jrx,9.0
18111,3jxw,9.0
18112,3jy9,9.0
18113,3k54,9.0
18114,3k98,9.0
18115,3kc1,9.0
18116,3kw9,9.0
18117,3lhs,9.0
18118,3li2,9.0
18119,3m1s,9.0
18120,3nw9,9.0
18121,3o1g,9.0
18122,3pa3,9.0
18123,3r02,9.0
18124,3tjd,9.0
18125,3tkm,9.0
18126,3u6h,9.0
18127,3u6i,9.0
18128,3u8w,9.0
18129,3ui7,9.0
18130,3uri,9.0
18131,4c2v,9.0
18132,4dei,9.0
18133,4dmy,9.0
18134,4flh,9.0
18135,4gee,9.0
18136,4ggl,9.0
18137,4gm3,9.0
18138,4gm8,9.0
18139,4h3f,9.0
18140,4hyh,9.0
18141,4iwd,9.0
18142,4ktc,9.0
18143,4l8m,9.0
18144,4lj3,9.0
18145,4mk8,9.0
18146,4mka,9.0
18147,4o6e,9.0
18148,4ps8,9.0
18149,4qgg,9.0
18150,4qgh,9.0
18151,4r1v,9.0
18152,4rio,9.0
18153,4rvm,9.0
18154,4s2i,9.0
18155,4uib,9.0
18156,4uwk,9.0
18157,4whz,9.0
18158,4wx6,9.0
18159,4x5q,9.0
18160,4x60,9.0
18161,4x61,9.0
18162,4xyf,9.0
18163,4ys7,9.0
18164,5bpa,9.0
18165,5dxh,9.0
18166,5ef7,9.0
18167,5eyd,9.0
18168,5hdu,9.0
18169,5if4,9.0
18170,5iis,9.0
18171,5kkt,9.0
18172,5ljq,9.0
18173,5ls6,9.0
18174,5myk,9.0
18175,5nu1,9.0
18176,5q0d,9.0
18177,5t8j,9.0
18178,5tl9,9.0
18179,5tza,9.0
18180,5zo7,9.0
18181,6bfa,9.0
18182,6bqk,9.0
18183,6bsl,9.0
18184,6bw8,9.0
18185,6c7r,9.0
18186,6ck6,9.0
18187,6hkj,9.0
18188,6hrp,9.0
18189,6hrt,9.0
18190,6mle,9.0
18191,6nzm,9.0
18192,6o1g,9.0
18193,6ow7,9.0
18194,6pyr,9.0
18195,6qgj,9.0
18196,8hvp,9.0
18197,2fes,9.01
18198,2q54,9.01
18199,3jzb,9.01
18200,4baq,9.01
18201,4omd,9.01
18202,4wri,9.01
18203,5e2s,9.01
18204,6cyb,9.02
18205,2ql9,9.03
18206,3lj3,9.03
18207,4gg5,9.03
18208,4jh0,9.03
18209,4ppc,9.03
18210,4xtw,9.03
18211,5axp,9.03
18212,5kgn,9.03
18213,5w0e,9.03
18214,6b7h,9.03
18215,6dz0,9.03
18216,1ec3,9.04
18217,1g53,9.04
18218,1qkt,9.04
18219,3g4g,9.04
18220,3g4i,9.04
18221,3m37,9.04
18222,3r0t,9.04
18223,3vfb,9.04
18224,4od0,9.04
18225,5tvn,9.04
18226,6c4d,9.04
18227,6nzf,9.04
18228,1ebw,9.05
18229,1ezq,9.05
18230,1kdk,9.05
18231,1ni1,9.05
18232,1pbk,9.05
18233,1s63,9.05
18234,1udu,9.05
18235,2i6a,9.05
18236,2v12,9.05
18237,3hb4,9.05
18238,3nu9,9.05
18239,3ti8,9.05
18240,3tt0,9.05
18241,3vuc,9.05
18242,4an2,9.05
18243,4aqc,9.05
18244,4e4n,9.05
18245,4i72,9.05
18246,4m3m,9.05
18247,4uja,9.05
18248,4xkx,9.05
18249,5bqi,9.05
18250,5i5z,9.05
18251,5l7f,9.05
18252,5m7s,9.05
18253,5vfc,9.05
18254,5vo6,9.05
18255,6c2t,9.05
18256,1you,9.06
18257,2byp,9.06
18258,3eq8,9.06
18259,3fc2,9.06
18260,4nau,9.06
18261,5aab,9.06
18262,5t54,9.06
18263,5trf,9.06
18264,1nw4,9.07
18265,2qd8,9.07
18266,3gba,9.07
18267,4cmo,9.07
18268,4jnj,9.07
18269,4oo9,9.07
18270,4pv0,9.07
18271,4xk9,9.07
18272,6e4f,9.07
18273,1bnw,9.08
18274,1lhw,9.08
18275,1tu6,9.08
18276,1xmu,9.08
18277,2rkf,9.08
18278,3a2o,9.08
18279,3aox,9.08
18280,3dst,9.08
18281,3ffg,9.08
18282,3sue,9.08
18283,3x00,9.08
18284,4qn7,9.08
18285,6ckw,9.08
18286,1akr,9.09
18287,1d3d,9.09
18288,1msn,9.09
18289,2g5t,9.09
18290,2v58,9.09
18291,2w8y,9.09
18292,3agm,9.09
18293,3eq7,9.09
18294,3mw1,9.09
18295,4kp6,9.09
18296,4zls,9.09
18297,5kw2,9.09
18298,6cdm,9.09
18299,1akq,9.1
18300,1h22,9.1
18301,1sj0,9.1
18302,2b5j,9.1
18303,2c6e,9.1
18304,2q1j,9.1
18305,2qd7,9.1
18306,2yiw,9.1
18307,2z92,9.1
18308,3byu,9.1
18309,3ds6,9.1
18310,3g72,9.1
18311,3gnw,9.1
18312,3kck,9.1
18313,3krl,9.1
18314,3lea,9.1
18315,3lpk,9.1
18316,3mdz,9.1
18317,3o56,9.1
18318,3pwm,9.1
18319,3qri,9.1
18320,3uok,9.1
18321,3vf7,9.1
18322,4az6,9.1
18323,4e3k,9.1
18324,4hws,9.1
18325,4mwq,9.1
18326,4n1t,9.1
18327,4ppa,9.1
18328,5eek,9.1
18329,5gmp,9.1
18330,5ivt,9.1
18331,5ncz,9.1
18332,5nwz,9.1
18333,5sz0,9.1
18334,5t2d,9.1
18335,6aum,9.1
18336,6c2r,9.1
18337,6gg8,9.1
18338,6sd9,9.1
18339,6sq0,9.1
18340,1d9i,9.11
18341,1rhk,9.11
18342,4xu0,9.11
18343,3ttp,9.12
18344,3v6s,9.12
18345,5b4l,9.12
18346,5nkb,9.12
18347,5vad,9.12
18348,1ove,9.13
18349,1ta6,9.13
18350,2wb5,9.13
18351,3su3,9.13
18352,3gen,9.14
18353,3qg6,9.14
18354,3zmm,9.14
18355,4n1z,9.14
18356,5dhg,9.14
18357,5j20,9.14
18358,5l30,9.14
18359,5t8e,9.14
18360,1ayu,9.15
18361,1czl,9.15
18362,1d5j,9.15
18363,1pig,9.15
18364,2fde,9.15
18365,2qmg,9.15
18366,2wxg,9.15
18367,2xjx,9.15
18368,3a3y,9.15
18369,3bhx,9.15
18370,3d91,9.15
18371,3ibu,9.15
18372,3rsv,9.15
18373,3sn7,9.15
18374,3snl,9.15
18375,4bsq,9.15
18376,4clj,9.15
18377,4mf1,9.15
18378,4p6w,9.15
18379,4pqn,9.15
18380,4ql8,9.15
18381,4rcd,9.15
18382,4udb,9.15
18383,4xg9,9.15
18384,4y8y,9.15
18385,5aml,9.15
18386,5ism,9.15
18387,5j18,9.15
18388,5kr0,9.15
18389,5ntp,9.15
18390,5zxi,9.15
18391,6aak,9.15
18392,6bvh,9.15
18393,6c7q,9.15
18394,6dkb,9.15
18395,6gop,9.15
18396,6mod,9.15
18397,6n6o,9.15
18398,6odz,9.15
18399,8cpa,9.15
18400,3q2h,9.16
18401,5q0e,9.16
18402,5usf,9.16
18403,1xoq,9.17
18404,2ozr,9.17
18405,2p94,9.17
18406,4ayv,9.17
